Id,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
147,Albania,41.1533,20.1683,2020-03-15,42.0,1.0
148,Albania,41.1533,20.1683,2020-03-16,51.0,1.0
149,Albania,41.1533,20.1683,2020-03-17,55.0,1.0
150,Albania,41.1533,20.1683,2020-03-18,59.0,2.0
151,Albania,41.1533,20.1683,2020-03-19,64.0,2.0
152,Albania,41.1533,20.1683,2020-03-20,70.0,2.0
153,Albania,41.1533,20.1683,2020-03-21,76.0,2.0
187,Algeria,28.0339,1.6596,2020-01-22,0.0,0.0
188,Algeria,28.0339,1.6596,2020-01-23,0.0,0.0
189,Algeria,28.0339,1.6596,2020-01-24,0.0,0.0
190,Algeria,28.0339,1.6596,2020-01-25,0.0,0.0
191,Algeria,28.0339,1.6596,2020-01-26,0.0,0.0
192,Algeria,28.0339,1.6596,2020-01-27,0.0,0.0
193,Algeria,28.0339,1.6596,2020-01-28,0.0,0.0
194,Algeria,28.0339,1.6596,2020-01-29,0.0,0.0
195,Algeria,28.0339,1.6596,2020-01-30,0.0,0.0
196,Algeria,28.0339,1.6596,2020-01-31,0.0,0.0
197,Algeria,28.0339,1.6596,2020-02-01,0.0,0.0
198,Algeria,28.0339,1.6596,2020-02-02,0.0,0.0
199,Algeria,28.0339,1.6596,2020-02-03,0.0,0.0
200,Algeria,28.0339,1.6596,2020-02-04,0.0,0.0
201,Algeria,28.0339,1.6596,2020-02-05,0.0,0.0
202,Algeria,28.0339,1.6596,2020-02-06,0.0,0.0
203,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0
204,Algeria,28.0339,1.6596,2020-02-08,0.0,0.0
205,Algeria,28.0339,1.6596,2020-02-09,0.0,0.0
206,Algeria,28.0339,1.6596,2020-02-10,0.0,0.0
207,Algeria,28.0339,1.6596,2020-02-11,0.0,0.0
208,Algeria,28.0339,1.6596,2020-02-12,0.0,0.0
209,Algeria,28.0339,1.6596,2020-02-13,0.0,0.0
210,Algeria,28.0339,1.6596,2020-02-14,0.0,0.0
211,Algeria,28.0339,1.6596,2020-02-15,0.0,0.0
212,Algeria,28.0339,1.6596,2020-02-16,0.0,0.0
213,Algeria,28.0339,1.6596,2020-02-17,0.0,0.0
214,Algeria,28.0339,1.6596,2020-02-18,0.0,0.0
215,Algeria,28.0339,1.6596,2020-02-19,0.0,0.0
216,Algeria,28.0339,1.6596,2020-02-20,0.0,0.0
217,Algeria,28.0339,1.6596,2020-02-21,0.0,0.0
218,Algeria,28.0339,1.6596,2020-02-22,0.0,0.0
219,Algeria,28.0339,1.6596,2020-02-23,0.0,0.0
220,Algeria,28.0339,1.6596,2020-02-24,0.0,0.0
221,Algeria,28.0339,1.6596,2020-02-25,1.0,0.0
222,Algeria,28.0339,1.6596,2020-02-26,1.0,0.0
223,Algeria,28.0339,1.6596,2020-02-27,1.0,0.0
224,Algeria,28.0339,1.6596,2020-02-28,1.0,0.0
225,Algeria,28.0339,1.6596,2020-02-29,1.0,0.0
226,Algeria,28.0339,1.6596,2020-03-01,1.0,0.0
227,Algeria,28.0339,1.6596,2020-03-02,3.0,0.0
228,Algeria,28.0339,1.6596,2020-03-03,5.0,0.0
229,Algeria,28.0339,1.6596,2020-03-04,12.0,0.0
230,Algeria,28.0339,1.6596,2020-03-05,12.0,0.0
231,Algeria,28.0339,1.6596,2020-03-06,17.0,0.0
232,Algeria,28.0339,1.6596,2020-03-07,17.0,0.0
233,Algeria,28.0339,1.6596,2020-03-08,19.0,0.0
234,Algeria,28.0339,1.6596,2020-03-09,20.0,0.0
235,Algeria,28.0339,1.6596,2020-03-10,20.0,0.0
236,Algeria,28.0339,1.6596,2020-03-11,20.0,0.0
237,Algeria,28.0339,1.6596,2020-03-12,24.0,1.0
238,Algeria,28.0339,1.6596,2020-03-13,26.0,2.0
239,Algeria,28.0339,1.6596,2020-03-14,37.0,3.0
240,Algeria,28.0339,1.6596,2020-03-15,48.0,4.0
241,Algeria,28.0339,1.6596,2020-03-16,54.0,4.0
242,Algeria,28.0339,1.6596,2020-03-17,60.0,4.0
243,Algeria,28.0339,1.6596,2020-03-18,74.0,7.0
244,Algeria,28.0339,1.6596,2020-03-19,87.0,9.0
245,Algeria,28.0339,1.6596,2020-03-20,90.0,11.0
246,Algeria,28.0339,1.6596,2020-03-21,139.0,15.0
280,Andorra,42.5063,1.5218,2020-01-22,0.0,0.0
281,Andorra,42.5063,1.5218,2020-01-23,0.0,0.0
282,Andorra,42.5063,1.5218,2020-01-24,0.0,0.0
283,Andorra,42.5063,1.5218,2020-01-25,0.0,0.0
284,Andorra,42.5063,1.5218,2020-01-26,0.0,0.0
285,Andorra,42.5063,1.5218,2020-01-27,0.0,0.0
286,Andorra,42.5063,1.5218,2020-01-28,0.0,0.0
287,Andorra,42.5063,1.5218,2020-01-29,0.0,0.0
288,Andorra,42.5063,1.5218,2020-01-30,0.0,0.0
289,Andorra,42.5063,1.5218,2020-01-31,0.0,0.0
290,Andorra,42.5063,1.5218,2020-02-01,0.0,0.0
291,Andorra,42.5063,1.5218,2020-02-02,0.0,0.0
292,Andorra,42.5063,1.5218,2020-02-03,0.0,0.0
293,Andorra,42.5063,1.5218,2020-02-04,0.0,0.0
294,Andorra,42.5063,1.5218,2020-02-05,0.0,0.0
295,Andorra,42.5063,1.5218,2020-02-06,0.0,0.0
296,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0
297,Andorra,42.5063,1.5218,2020-02-08,0.0,0.0
298,Andorra,42.5063,1.5218,2020-02-09,0.0,0.0
299,Andorra,42.5063,1.5218,2020-02-10,0.0,0.0
300,Andorra,42.5063,1.5218,2020-02-11,0.0,0.0
301,Andorra,42.5063,1.5218,2020-02-12,0.0,0.0
302,Andorra,42.5063,1.5218,2020-02-13,0.0,0.0
303,Andorra,42.5063,1.5218,2020-02-14,0.0,0.0
304,Andorra,42.5063,1.5218,2020-02-15,0.0,0.0
305,Andorra,42.5063,1.5218,2020-02-16,0.0,0.0
306,Andorra,42.5063,1.5218,2020-02-17,0.0,0.0
307,Andorra,42.5063,1.5218,2020-02-18,0.0,0.0
308,Andorra,42.5063,1.5218,2020-02-19,0.0,0.0
309,Andorra,42.5063,1.5218,2020-02-20,0.0,0.0
310,Andorra,42.5063,1.5218,2020-02-21,0.0,0.0
311,Andorra,42.5063,1.5218,2020-02-22,0.0,0.0
312,Andorra,42.5063,1.5218,2020-02-23,0.0,0.0
313,Andorra,42.5063,1.5218,2020-02-24,0.0,0.0
314,Andorra,42.5063,1.5218,2020-02-25,0.0,0.0
315,Andorra,42.5063,1.5218,2020-02-26,0.0,0.0
316,Andorra,42.5063,1.5218,2020-02-27,0.0,0.0
317,Andorra,42.5063,1.5218,2020-02-28,0.0,0.0
318,Andorra,42.5063,1.5218,2020-02-29,0.0,0.0
319,Andorra,42.5063,1.5218,2020-03-01,0.0,0.0
320,Andorra,42.5063,1.5218,2020-03-02,1.0,0.0
321,Andorra,42.5063,1.5218,2020-03-03,1.0,0.0
322,Andorra,42.5063,1.5218,2020-03-04,1.0,0.0
323,Andorra,42.5063,1.5218,2020-03-05,1.0,0.0
324,Andorra,42.5063,1.5218,2020-03-06,1.0,0.0
325,Andorra,42.5063,1.5218,2020-03-07,1.0,0.0
326,Andorra,42.5063,1.5218,2020-03-08,1.0,0.0
327,Andorra,42.5063,1.5218,2020-03-09,1.0,0.0
328,Andorra,42.5063,1.5218,2020-03-10,1.0,0.0
329,Andorra,42.5063,1.5218,2020-03-11,1.0,0.0
330,Andorra,42.5063,1.5218,2020-03-12,1.0,0.0
331,Andorra,42.5063,1.5218,2020-03-13,1.0,0.0
332,Andorra,42.5063,1.5218,2020-03-14,1.0,0.0
333,Andorra,42.5063,1.5218,2020-03-15,1.0,0.0
334,Andorra,42.5063,1.5218,2020-03-16,2.0,0.0
335,Andorra,42.5063,1.5218,2020-03-17,39.0,0.0
336,Andorra,42.5063,1.5218,2020-03-18,39.0,0.0
337,Andorra,42.5063,1.5218,2020-03-19,53.0,0.0
338,Andorra,42.5063,1.5218,2020-03-20,75.0,0.0
339,Andorra,42.5063,1.5218,2020-03-21,88.0,0.0
373,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0.0,0.0
374,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0.0,0.0
375,Antigua and Barbuda,17.0608,-61.7964,2020-01-24,0.0,0.0
376,Antigua and Barbuda,17.0608,-61.7964,2020-01-25,0.0,0.0
377,Antigua and Barbuda,17.0608,-61.7964,2020-01-26,0.0,0.0
378,Antigua and Barbuda,17.0608,-61.7964,2020-01-27,0.0,0.0
379,Antigua and Barbuda,17.0608,-61.7964,2020-01-28,0.0,0.0
380,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0.0,0.0
381,Antigua and Barbuda,17.0608,-61.7964,2020-01-30,0.0,0.0
382,Antigua and Barbuda,17.0608,-61.7964,2020-01-31,0.0,0.0
383,Antigua and Barbuda,17.0608,-61.7964,2020-02-01,0.0,0.0
384,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0.0,0.0
385,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0.0,0.0
386,Antigua and Barbuda,17.0608,-61.7964,2020-02-04,0.0,0.0
387,Antigua and Barbuda,17.0608,-61.7964,2020-02-05,0.0,0.0
388,Antigua and Barbuda,17.0608,-61.7964,2020-02-06,0.0,0.0
389,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0
390,Antigua and Barbuda,17.0608,-61.7964,2020-02-08,0.0,0.0
391,Antigua and Barbuda,17.0608,-61.7964,2020-02-09,0.0,0.0
392,Antigua and Barbuda,17.0608,-61.7964,2020-02-10,0.0,0.0
393,Antigua and Barbuda,17.0608,-61.7964,2020-02-11,0.0,0.0
394,Antigua and Barbuda,17.0608,-61.7964,2020-02-12,0.0,0.0
395,Antigua and Barbuda,17.0608,-61.7964,2020-02-13,0.0,0.0
396,Antigua and Barbuda,17.0608,-61.7964,2020-02-14,0.0,0.0
397,Antigua and Barbuda,17.0608,-61.7964,2020-02-15,0.0,0.0
398,Antigua and Barbuda,17.0608,-61.7964,2020-02-16,0.0,0.0
399,Antigua and Barbuda,17.0608,-61.7964,2020-02-17,0.0,0.0
400,Antigua and Barbuda,17.0608,-61.7964,2020-02-18,0.0,0.0
401,Antigua and Barbuda,17.0608,-61.7964,2020-02-19,0.0,0.0
402,Antigua and Barbuda,17.0608,-61.7964,2020-02-20,0.0,0.0
403,Antigua and Barbuda,17.0608,-61.7964,2020-02-21,0.0,0.0
404,Antigua and Barbuda,17.0608,-61.7964,2020-02-22,0.0,0.0
405,Antigua and Barbuda,17.0608,-61.7964,2020-02-23,0.0,0.0
406,Antigua and Barbuda,17.0608,-61.7964,2020-02-24,0.0,0.0
407,Antigua and Barbuda,17.0608,-61.7964,2020-02-25,0.0,0.0
408,Antigua and Barbuda,17.0608,-61.7964,2020-02-26,0.0,0.0
409,Antigua and Barbuda,17.0608,-61.7964,2020-02-27,0.0,0.0
410,Antigua and Barbuda,17.0608,-61.7964,2020-02-28,0.0,0.0
411,Antigua and Barbuda,17.0608,-61.7964,2020-02-29,0.0,0.0
412,Antigua and Barbuda,17.0608,-61.7964,2020-03-01,0.0,0.0
413,Antigua and Barbuda,17.0608,-61.7964,2020-03-02,0.0,0.0
414,Antigua and Barbuda,17.0608,-61.7964,2020-03-03,0.0,0.0
415,Antigua and Barbuda,17.0608,-61.7964,2020-03-04,0.0,0.0
416,Antigua and Barbuda,17.0608,-61.7964,2020-03-05,0.0,0.0
417,Antigua and Barbuda,17.0608,-61.7964,2020-03-06,0.0,0.0
418,Antigua and Barbuda,17.0608,-61.7964,2020-03-07,0.0,0.0
419,Antigua and Barbuda,17.0608,-61.7964,2020-03-08,0.0,0.0
420,Antigua and Barbuda,17.0608,-61.7964,2020-03-09,0.0,0.0
421,Antigua and Barbuda,17.0608,-61.7964,2020-03-10,0.0,0.0
422,Antigua and Barbuda,17.0608,-61.7964,2020-03-11,0.0,0.0
423,Antigua and Barbuda,17.0608,-61.7964,2020-03-12,0.0,0.0
424,Antigua and Barbuda,17.0608,-61.7964,2020-03-13,1.0,0.0
425,Antigua and Barbuda,17.0608,-61.7964,2020-03-14,1.0,0.0
426,Antigua and Barbuda,17.0608,-61.7964,2020-03-15,1.0,0.0
427,Antigua and Barbuda,17.0608,-61.7964,2020-03-16,1.0,0.0
428,Antigua and Barbuda,17.0608,-61.7964,2020-03-17,1.0,0.0
429,Antigua and Barbuda,17.0608,-61.7964,2020-03-18,1.0,0.0
430,Antigua and Barbuda,17.0608,-61.7964,2020-03-19,1.0,0.0
431,Antigua and Barbuda,17.0608,-61.7964,2020-03-20,1.0,0.0
432,Antigua and Barbuda,17.0608,-61.7964,2020-03-21,1.0,0.0
466,Argentina,-38.4161,-63.6167,2020-01-22,0.0,0.0
467,Argentina,-38.4161,-63.6167,2020-01-23,0.0,0.0
468,Argentina,-38.4161,-63.6167,2020-01-24,0.0,0.0
469,Argentina,-38.4161,-63.6167,2020-01-25,0.0,0.0
470,Argentina,-38.4161,-63.6167,2020-01-26,0.0,0.0
471,Argentina,-38.4161,-63.6167,2020-01-27,0.0,0.0
472,Argentina,-38.4161,-63.6167,2020-01-28,0.0,0.0
473,Argentina,-38.4161,-63.6167,2020-01-29,0.0,0.0
474,Argentina,-38.4161,-63.6167,2020-01-30,0.0,0.0
475,Argentina,-38.4161,-63.6167,2020-01-31,0.0,0.0
476,Argentina,-38.4161,-63.6167,2020-02-01,0.0,0.0
477,Argentina,-38.4161,-63.6167,2020-02-02,0.0,0.0
478,Argentina,-38.4161,-63.6167,2020-02-03,0.0,0.0
479,Argentina,-38.4161,-63.6167,2020-02-04,0.0,0.0
480,Argentina,-38.4161,-63.6167,2020-02-05,0.0,0.0
481,Argentina,-38.4161,-63.6167,2020-02-06,0.0,0.0
482,Argentina,-38.4161,-63.6167,2020-02-07,0.0,0.0
483,Argentina,-38.4161,-63.6167,2020-02-08,0.0,0.0
484,Argentina,-38.4161,-63.6167,2020-02-09,0.0,0.0
485,Argentina,-38.4161,-63.6167,2020-02-10,0.0,0.0
486,Argentina,-38.4161,-63.6167,2020-02-11,0.0,0.0
487,Argentina,-38.4161,-63.6167,2020-02-12,0.0,0.0
488,Argentina,-38.4161,-63.6167,2020-02-13,0.0,0.0
489,Argentina,-38.4161,-63.6167,2020-02-14,0.0,0.0
490,Argentina,-38.4161,-63.6167,2020-02-15,0.0,0.0
491,Argentina,-38.4161,-63.6167,2020-02-16,0.0,0.0
492,Argentina,-38.4161,-63.6167,2020-02-17,0.0,0.0
493,Argentina,-38.4161,-63.6167,2020-02-18,0.0,0.0
494,Argentina,-38.4161,-63.6167,2020-02-19,0.0,0.0
495,Argentina,-38.4161,-63.6167,2020-02-20,0.0,0.0
496,Argentina,-38.4161,-63.6167,2020-02-21,0.0,0.0
497,Argentina,-38.4161,-63.6167,2020-02-22,0.0,0.0
498,Argentina,-38.4161,-63.6167,2020-02-23,0.0,0.0
499,Argentina,-38.4161,-63.6167,2020-02-24,0.0,0.0
500,Argentina,-38.4161,-63.6167,2020-02-25,0.0,0.0
501,Argentina,-38.4161,-63.6167,2020-02-26,0.0,0.0
502,Argentina,-38.4161,-63.6167,2020-02-27,0.0,0.0
503,Argentina,-38.4161,-63.6167,2020-02-28,0.0,0.0
504,Argentina,-38.4161,-63.6167,2020-02-29,0.0,0.0
505,Argentina,-38.4161,-63.6167,2020-03-01,0.0,0.0
506,Argentina,-38.4161,-63.6167,2020-03-02,0.0,0.0
507,Argentina,-38.4161,-63.6167,2020-03-03,1.0,0.0
508,Argentina,-38.4161,-63.6167,2020-03-04,1.0,0.0
509,Argentina,-38.4161,-63.6167,2020-03-05,1.0,0.0
510,Argentina,-38.4161,-63.6167,2020-03-06,2.0,0.0
511,Argentina,-38.4161,-63.6167,2020-03-07,8.0,0.0
512,Argentina,-38.4161,-63.6167,2020-03-08,12.0,1.0
513,Argentina,-38.4161,-63.6167,2020-03-09,12.0,1.0
514,Argentina,-38.4161,-63.6167,2020-03-10,17.0,1.0
515,Argentina,-38.4161,-63.6167,2020-03-11,19.0,1.0
516,Argentina,-38.4161,-63.6167,2020-03-12,19.0,1.0
517,Argentina,-38.4161,-63.6167,2020-03-13,31.0,2.0
518,Argentina,-38.4161,-63.6167,2020-03-14,34.0,2.0
519,Argentina,-38.4161,-63.6167,2020-03-15,45.0,2.0
520,Argentina,-38.4161,-63.6167,2020-03-16,56.0,2.0
521,Argentina,-38.4161,-63.6167,2020-03-17,68.0,2.0
522,Argentina,-38.4161,-63.6167,2020-03-18,79.0,2.0
523,Argentina,-38.4161,-63.6167,2020-03-19,97.0,3.0
524,Argentina,-38.4161,-63.6167,2020-03-20,128.0,3.0
525,Argentina,-38.4161,-63.6167,2020-03-21,158.0,4.0
559,Armenia,40.0691,45.0382,2020-01-22,0.0,0.0
560,Armenia,40.0691,45.0382,2020-01-23,0.0,0.0
561,Armenia,40.0691,45.0382,2020-01-24,0.0,0.0
562,Armenia,40.0691,45.0382,2020-01-25,0.0,0.0
563,Armenia,40.0691,45.0382,2020-01-26,0.0,0.0
564,Armenia,40.0691,45.0382,2020-01-27,0.0,0.0
565,Armenia,40.0691,45.0382,2020-01-28,0.0,0.0
566,Armenia,40.0691,45.0382,2020-01-29,0.0,0.0
567,Armenia,40.0691,45.0382,2020-01-30,0.0,0.0
568,Armenia,40.0691,45.0382,2020-01-31,0.0,0.0
569,Armenia,40.0691,45.0382,2020-02-01,0.0,0.0
570,Armenia,40.0691,45.0382,2020-02-02,0.0,0.0
571,Armenia,40.0691,45.0382,2020-02-03,0.0,0.0
572,Armenia,40.0691,45.0382,2020-02-04,0.0,0.0
573,Armenia,40.0691,45.0382,2020-02-05,0.0,0.0
574,Armenia,40.0691,45.0382,2020-02-06,0.0,0.0
575,Armenia,40.0691,45.0382,2020-02-07,0.0,0.0
576,Armenia,40.0691,45.0382,2020-02-08,0.0,0.0
577,Armenia,40.0691,45.0382,2020-02-09,0.0,0.0
578,Armenia,40.0691,45.0382,2020-02-10,0.0,0.0
579,Armenia,40.0691,45.0382,2020-02-11,0.0,0.0
580,Armenia,40.0691,45.0382,2020-02-12,0.0,0.0
581,Armenia,40.0691,45.0382,2020-02-13,0.0,0.0
582,Armenia,40.0691,45.0382,2020-02-14,0.0,0.0
583,Armenia,40.0691,45.0382,2020-02-15,0.0,0.0
584,Armenia,40.0691,45.0382,2020-02-16,0.0,0.0
585,Armenia,40.0691,45.0382,2020-02-17,0.0,0.0
586,Armenia,40.0691,45.0382,2020-02-18,0.0,0.0
587,Armenia,40.0691,45.0382,2020-02-19,0.0,0.0
588,Armenia,40.0691,45.0382,2020-02-20,0.0,0.0
589,Armenia,40.0691,45.0382,2020-02-21,0.0,0.0
590,Armenia,40.0691,45.0382,2020-02-22,0.0,0.0
591,Armenia,40.0691,45.0382,2020-02-23,0.0,0.0
592,Armenia,40.0691,45.0382,2020-02-24,0.0,0.0
593,Armenia,40.0691,45.0382,2020-02-25,0.0,0.0
594,Armenia,40.0691,45.0382,2020-02-26,0.0,0.0
595,Armenia,40.0691,45.0382,2020-02-27,0.0,0.0
596,Armenia,40.0691,45.0382,2020-02-28,0.0,0.0
597,Armenia,40.0691,45.0382,2020-02-29,0.0,0.0
598,Armenia,40.0691,45.0382,2020-03-01,1.0,0.0
599,Armenia,40.0691,45.0382,2020-03-02,1.0,0.0
600,Armenia,40.0691,45.0382,2020-03-03,1.0,0.0
601,Armenia,40.0691,45.0382,2020-03-04,1.0,0.0
602,Armenia,40.0691,45.0382,2020-03-05,1.0,0.0
603,Armenia,40.0691,45.0382,2020-03-06,1.0,0.0
604,Armenia,40.0691,45.0382,2020-03-07,1.0,0.0
605,Armenia,40.0691,45.0382,2020-03-08,1.0,0.0
606,Armenia,40.0691,45.0382,2020-03-09,1.0,0.0
607,Armenia,40.0691,45.0382,2020-03-10,1.0,0.0
608,Armenia,40.0691,45.0382,2020-03-11,1.0,0.0
609,Armenia,40.0691,45.0382,2020-03-12,4.0,0.0
610,Armenia,40.0691,45.0382,2020-03-13,8.0,0.0
611,Armenia,40.0691,45.0382,2020-03-14,18.0,0.0
612,Armenia,40.0691,45.0382,2020-03-15,26.0,0.0
613,Armenia,40.0691,45.0382,2020-03-16,52.0,0.0
614,Armenia,40.0691,45.0382,2020-03-17,78.0,0.0
615,Armenia,40.0691,45.0382,2020-03-18,84.0,0.0
616,Armenia,40.0691,45.0382,2020-03-19,115.0,0.0
617,Armenia,40.0691,45.0382,2020-03-20,136.0,0.0
618,Armenia,40.0691,45.0382,2020-03-21,160.0,0.0
